id,tweet,datetime
1110975131273318401,"India tests first anti-satellite missile system, now a 'space power'
Watch #IndiaFirst with @gauravcsawant -… https://t.co/UWNJe9vxsz",2019-03-27 18:41:26
1110974248820985857,"A high scoring encounter was lit up by these amazing performances! 🌟

#KKRvKXIP #VIVOIPL #KKRHaiTaiyaar https://t.co/gG3Ntkupj9",2019-03-27 18:37:56
1110974243695550465,RT @ndtvfeed: Actress Sumalatha To Take On Three Namesakes In Mandya Polls https://t.co/AiJM6r54Ee,2019-03-27 18:37:55
1110974204193566720,RT @ndtvfeed: Plea For Restraining Candidates From Contesting From More Than One Seat https://t.co/kmnVbCwSTt,2019-03-27 18:37:45
1110974185449254912,"RT @ndtvfeed: In Defamation Case, Court Refuses To Stay Proceeding Against Tata, Others https://t.co/DKDQQODIAa",2019-03-27 18:37:41
1110974169221484544,"RT @ndtvfeed: Hardik Patel, Jignesh Mevani To Campaign For Kanhaiya Kumar In Begusarai https://t.co/K07MI4FOhe",2019-03-27 18:37:37
1110974148233162752,RT @ndtvfeed: Facebook Apologises After Naming Kashmir As Separate Entity In Blog Post https://t.co/9YAipOJXdA,2019-03-27 18:37:32
1110974114120949762,"RT @ndtvfeed: In Amethi, Priyanka Gandhi Vadra Asks Workers To Expose BJP's ""Jumlebazi"" https://t.co/WJrpHJUk8X",2019-03-27 18:37:24
1110974097159143424,RT @ndtvfeed: Top Court Asks Centre About Bringing All Tribunals Under One Umbrella https://t.co/MUeC6Vt3oB,2019-03-27 18:37:20
1110974078834233344,RT @ndtvfeed: Pak Seeks More Evidence On Jaish's Involvement In Pulwama Attack https://t.co/UqLDxIE9ah,2019-03-27 18:37:15
1110974048232587265,RT @ndtvfeed: 2 Congress Leaders Charged With Pasting Anti-BJP Stickers Inside Trains https://t.co/nzhtZ38QRk,2019-03-27 18:37:08
1110974002955075584,RT @MamataOfficial: Congratulations   @KKRiders Well done @iamsrk Shah Rukh Keep winning,2019-03-27 18:36:57
1110973460170174465,"RT @CricketNDTV: Andre Russell the star again as @KKRiders beat @lionsdenkxip by 28 runs

#IPL2019 #KKRvsKXIP

READ: https://t.co/daJxcjFa5…",2019-03-27 18:34:48
1110973366813356032,"Former Maharahstrawadi Gomantak Party (MGP) lawmaker Deepak Prabhu Pauskar takes oath as Goa cabinet minister 

(📸c… https://t.co/RktizjHaGd",2019-03-27 18:34:26
1110973077373022208,"Two other BJP candidates are already set to be elected unopposed in the state.

https://t.co/Iy97x6kItb",2019-03-27 18:33:17
1110972622035210241,Choksi claimed he had called up PNB officials as well and was given the impression that the issue could be resolved… https://t.co/WD6CxJQHcq,2019-03-27 18:31:28
1110972321265672193,"#IPL2019 | All-round Andre Russell, batsmen power KKR to 28-run win over KXIP

#KKRvKXIP #KXIPvKKR @KKRiders… https://t.co/pzkPZUEVrT",2019-03-27 18:30:16
1110972253624107009,"🎂 Happy birthday, @iamanmolpreet28 💙 

Keep smacking them long 🌟

#OneFamily #CricketMeriJaan #MumbaiIndians https://t.co/dg1knlwQ57",2019-03-27 18:30:00
1110972252504408065,"Why Indian students in US find it hard to fit in 

https://t.co/cFDJfhKEy8 via @TOIChennai",2019-03-27 18:30:00
