id,tweet,datetime
1110617417930194944,"Top Oxford honour for Nobel laureate Amartya Sen
 https://t.co/2wJwFFytng 

reports @PrasunSonwalkar https://t.co/GJMZkFoy40",2019-03-26 19:00:01
1110617417615663105,"How to fast-charge your iPhone 

https://t.co/BVz0V5nCmn  via @gadgetsnow https://t.co/rOLqY1gqSj",2019-03-26 19:00:01
1110617417582030850,Report: Britain's parliament sought a new Brexit strategy Tuesday after seizing the initiative from Prime Minister… https://t.co/OXebAL41wW,2019-03-26 19:00:01
1110616954828554240,"#IPL2019 | @DelhiCapitals vs @ChennaiIPL: @DJBravo47’s frugal spell in death overs is Turning Point of the match

(… https://t.co/rjj9b09hoY",2019-03-26 18:58:10
1110616374412484608,❤️❤️ https://t.co/u5HsxLqvEH,2019-03-26 18:55:52
1110616155641864193,"Report: E-commerce firm Flipkart on Tuesday launched a fund to back early-stage start-ups in the country.

https://t.co/aXDSJFxTs9",2019-03-26 18:55:00
1110615438730428420,Ladies and gentlemen! That was our 150th outing in IPL and what a team effort to get over the line with a win!… https://t.co/tgvbHvUZJ8,2019-03-26 18:52:09
1110615400591605760,"Congress makes new Nyay pitch to women voters  https://t.co/w979rlXJHu 

#ElectionsWithHT #LokSabhaElections2019 https://t.co/YcLuWRUOC3",2019-03-26 18:52:00
1110614812432588800,RT @ndtvfeed: Congress Raising Old ''Garibi Hatao'' Slogan: Nirmala Sitharaman https://t.co/TfdMR3Z68G,2019-03-26 18:49:40
1110614602016940032,More than one surprise in BJP's latest list of candidates in Uttar Pradesh https://t.co/hgo7ixvZ0H https://t.co/umixwLcWm7,2019-03-26 18:48:49
1110614378020306944,"#NewsMo
While social media and citizens of India are following PM Modi and raising '#MainBhiChowkidar’ slogans, in… https://t.co/XhHSygT5sK",2019-03-26 18:47:56
1110614077699702787,Watto honour! Man of the Match for a solid 44 in a #Yellove win! #WhistlePodu #DCvCSK 🦁💛 https://t.co/K1WklUIwur,2019-03-26 18:46:44
1110613638610448384,"The BJP released the list of 29 candidates in Uttar Pradesh for Lok Sabha elections, fielding Varun Gandhi from Pil… https://t.co/5biMTvf5zf",2019-03-26 18:45:00
1110613376667799552,"RT @CricketNDTV: #DwayneBravo, #MSDhoni star as Chennai Super Kings defeat Delhi Capitals

#IPL2019 #DCvCSK

Read: https://t.co/fUfxFd5rSE…",2019-03-26 18:43:57
1110613327019999232,"#IndiaElects #LokSabhaElections2019
Will Rahul Gandhi's NYAY scheme help Congress to attract voters?
Watch… https://t.co/WdEi9bz2ko",2019-03-26 18:43:46
1110613272690974720,".@SDhawan25 scored a steady half-century in the first innings.

He is our @DaikinIndia Cool Player of the Match for… https://t.co/7fe6DcUWIf",2019-03-26 18:43:33
1110612542995480576,"Lead story now on https://t.co/Fbzw6n8LeF: https://t.co/W9ENYGQ8f0
#NDTVLeadStory https://t.co/Jy40GwFAVH",2019-03-26 18:40:39
1110611225379901441,"😄🤳 and a lot of fun coming your way in this episode! 

Watch #KnightClub today at 8 am and 11 am on… https://t.co/CJpAEjoSqd",2019-03-26 18:35:24
1110611067309383680,"#IPL2019 #DCvCSK Chennai Super Kings have won both their matches this season.
https://t.co/gaeOR9QFuk",2019-03-26 18:34:47
1110610115139256321,“The size of front number plate was not as per the rules and they have pasted a bigger sized plate just above the n… https://t.co/5YG8CToZzW,2019-03-26 18:31:00
