id,tweet,datetime
1111013774993973248,DNA test solves a 1973 double homicide. But the killer is already dead https://t.co/E50plRf7RF https://t.co/qOMdQkeFrB,2019-03-27 21:15:00
1111010005229228033,"Cafe culture attracting youths in Kashmir towns

https://t.co/kgkKhklUNe

(report by @mirehsankhaliq and… https://t.co/phlISBpGDs",2019-03-27 21:00:01
1111010004960768002,US teens ranked female classmates based on looks. The girls fought back https://t.co/5jDeUcvMkp https://t.co/5wcuwYZKrQ,2019-03-27 21:00:01
1111010004104929280,"#LokSabhaElections2019 | 400 nominations for 17 Maharashtra seats

Read: https://t.co/JFKufKf10U

#ElectionsWithHT https://t.co/OahHPoK4v1",2019-03-27 21:00:01
1111006225523765248,Yale University expels student implicated in admissions scam https://t.co/4VuIMq2GxY https://t.co/B342uLfd5Z,2019-03-27 20:45:00
1111006225464872961,"In a bid to fight fake news, the government has reportedly asked WhatsApp to give it access to user chats - a move… https://t.co/DUFapGzVZo",2019-03-27 20:45:00
1111002451111567360,"Interview | ‘Enough resources in system to cater to income scheme’: @sampitroda

https://t.co/XMudhPf3bx

(by… https://t.co/IAnnAc7IEN",2019-03-27 20:30:00
1111002450486423552,"Man confessed to a murder 4 times. Years later, police finally listened https://t.co/VcuHg4PEZN https://t.co/KWDvp3Bnsy",2019-03-27 20:30:00
1110998676493819905,"Iran looks to Chabahar Port to beat tough US sanctions https://t.co/EmOESj2hWq

#ChabaharPort https://t.co/WMADxRotpt",2019-03-27 20:15:00
1110998676460187649,Apple AirPower is the company's one-stop solution for wirelessly charging supported products. AirPower is expected… https://t.co/EYFAhJSEw0,2019-03-27 20:15:00
1110994931403931648,"Until January 2019 she was the youngest person to play a T20I, having debuted for @IrishWomensCric at the age of 13… https://t.co/xZASWV5Lfw",2019-03-27 20:00:07
1110994904665210883,"WhatsApp may be heading for a 'showdown' with the government 

https://t.co/fuRsRqfiyA  via @gadgetsnow https://t.co/LOlT4bX151",2019-03-27 20:00:01
1110994902228307972,"US scientists to climb Mount Everest, collect data on climate
https://t.co/Jvouj2N4oW https://t.co/mHHzjtAFWk",2019-03-27 20:00:00
1110994900693053440,"Australian man sues ""stinky"" ex-boss for farting behind him https://t.co/MSnHWXVdbg https://t.co/mzCls2VxGJ",2019-03-27 20:00:00
1110994367408472064,"Loving the twirls is @KKRiders pacer Lockie Ferguson 👨👨
Find out about his moustache story - Coming soon on… https://t.co/GMhWSghHdr",2019-03-27 19:57:53
1110991994552147968,Lok Sabha elections 2019: Mamata Banerjee to address 100 rallies in 14 days  | #May23WithTimesNow | Click here:… https://t.co/WDYSHPxZCS,2019-03-27 19:48:27
1110991126599745537,"Bodybags, rats, waste: Disaster response turns to VR for grim training https://t.co/jJ8wFgkU2i https://t.co/cI4hjNi1Rt",2019-03-27 19:45:00
1110990622914211848,"After launching the P30 and P30 Pro handsets in Paris, Huawei has quietly announced the P30 Lite in Phillipenes and… https://t.co/saUvFjGqpv",2019-03-27 19:43:00
1110988949143457792,"BJD fields 4 RS MPs, assures LS member berth in Upper House  | #May23WithTimesNow | Click here:… https://t.co/wLrEl20tHF",2019-03-27 19:36:21
1110987352573382656,"""Time for next giant leap"": US wants man on moon again in 5 years https://t.co/juLxaqwUW3 https://t.co/GFdqlE5fZz",2019-03-27 19:30:00
