id,tweet,datetime
1110964799251218432,"For a change, #ParasakthiExpress didn't run and the Lions did the honours very delicately! #WhistlePodu #Yellove 💛🦁 https://t.co/Kif8d9SK7H",2019-03-27 18:00:23
1110964770918809600,"The entire nation sleeps well when @Jaspritbumrah93 smiles 🤗💙

#OneFamily #CricketMeriJaan #MumbaiIndians #RCBvMI https://t.co/eTe5W8KvQ8",2019-03-27 18:00:16
1110964742561153026,"Match 6. 18.2: L Ferguson to M Singh, 4 runs, 168/4 https://t.co/xuMescCuS1 #KKRvKXIP #VIVOIPL",2019-03-27 18:00:10
1110964704153948162,"Mehul Choksi says not related to firm involved in PNB fraud, claims innocence https://t.co/zXODGE4RKk via @TOIBusiness",2019-03-27 18:00:00
1110964677830422534,"""Don't you think this is more of a fear factor than anything else? I would think so,"" she said.
#IndiaElects… https://t.co/ePiHMwWiVX",2019-03-27 17:59:54
1110964446917099520,"#KXIP - 162/4, 18 Overs

57 runs to defend from 12 balls! LET'S FINISH THIS!

#KKRvKXIP #VIVOIPL #KKRHaiTaiyaar",2019-03-27 17:58:59
1110964161171775488,"Are parties trying to “buy” your vote with online freebies?

@akashbanerjee, Author and Political Satirist on… https://t.co/VPk7nTTZn4",2019-03-27 17:57:51
1110964116448051205,"Match 6. 17.6: P Krishna to M Singh, 4 runs, 162/4 https://t.co/xuMescCuS1 #KKRvKXIP #VIVOIPL",2019-03-27 17:57:40
1110963960411357184,"British PM Theresa May will resign before next phase of Brexit negotiations: MP
https://t.co/tnDwdo3PPb https://t.co/9bH9DgnF5f",2019-03-27 17:57:03
1110963565425496064,"Match 6. 17.3: P Krishna to D Miller, 4 runs, 157/4 https://t.co/xuMescCuS1 #KKRvKXIP #VIVOIPL",2019-03-27 17:55:29
1110963542335721472,British Prime Minister Theresa May to step down before next phase of Brexit negotiations: Report… https://t.co/xJpfC0HPuV,2019-03-27 17:55:23
1110963530197405697,"Are parties trying to “buy” your vote with online freebies?

Nalini Singh, Senior Journalist on @LRC_NDTV https://t.co/yIBIQSO93x",2019-03-27 17:55:20
1110963239213400064,"RT @moviesndtv: Pics: Alia Bhatt Makes Heads Turn At Network 18 Reel Awards
https://t.co/XZphtJ6R43 https://t.co/jqR2ozDv8R",2019-03-27 17:54:11
1110963155016966144,"#ASAT #PMAddressToNation
India shot down a low earth orbit satellite. DRDO’s #MissionShakti is fully ‘Made in India… https://t.co/YxjGstIkhC",2019-03-27 17:53:51
1110963147203100674,"Facebook bans praise of white nationalism, separatism https://t.co/6mSzsjojHC via @TOIBusiness",2019-03-27 17:53:49
1110963048074735616,"#KXIP - 152/4, 17 Overs

LET'S START A WAVE OF CHANTS. 📢
KKR! KKR! KKR.....

#KKRvKXIP #VIVOIPL #KKRHaiTaiyaar",2019-03-27 17:53:26
1110962845884137472,RT @ndtvfeed: 9 Iranians Arrested With Rs 500 Crore Worth Heroin Off Gujarat Coast https://t.co/4hiARpNe1R,2019-03-27 17:52:37
1110962843250102272,"DELICATE AND DEADLY! 

Miller hangs back and uses all the pace on offer from Ferguson and at the very last moment,… https://t.co/VG6vuR9u0O",2019-03-27 17:52:37
1110962812895952896,"Are parties trying to “buy” your vote with online freebies?

Desh Ratan Nigam, Political Analyst and Lawyer on… https://t.co/mGPUhUXEHN",2019-03-27 17:52:29
