id,tweet,datetime
1111036158589448199,PM Modi keeps nation on tenterhooks for an hour https://t.co/z05cr7cKTM https://t.co/6fzUQDXRCi,2019-03-27 22:43:56
1111035974434336769,School in Dehradun buries boy’s body to hush up murder https://t.co/2iATew0gca https://t.co/RbCvj6oy2D,2019-03-27 22:43:13
1111032650385506310,"Bangladeshi woman, 20, gives birth to twins one month after first baby https://t.co/EesiGS5OvC https://t.co/YcjHw0l0PW",2019-03-27 22:30:00
1111032650104360960,"Opinion | What the IAF-PAF dogfight reveals, @ShekharGupta writes 

https://t.co/Yx797xyG13 https://t.co/YIVVvM0fv7",2019-03-27 22:30:00
1111031592531582978,"Here's the Top News right now, from around the world. For detailed coverage and expert analysis of news that matter… https://t.co/WTlhFQvKi4",2019-03-27 22:25:48
1111028875541315586,"Tickets under 'Fly Smart' offer can be booked between March 27 to April 1, 2019 for travel between April 1 to April… https://t.co/hPhMbuwLPR",2019-03-27 22:15:00
1111028874362511360,Chinese professor criticised Xi Jinping; suspended https://t.co/KNYjk1vIt0 https://t.co/F9bc4kQCu4,2019-03-27 22:15:00
1111025105004564481,"WWWWWW

Australia's ODI form (most recent results first)

#PAKvAUS report 👇
https://t.co/a2sTPYZw1J https://t.co/NUlmRtCwk6",2019-03-27 22:00:01
1111025099463753731,Nissan urged to improve governance after ex-chief Carlos Ghosn arrest https://t.co/a3oFYsezLP https://t.co/LIElQLAEah,2019-03-27 22:00:00
1111025099442798592,"‘Hope nations will uphold peace’: China reacts to #MissionShakti space missile test
https://t.co/fMvokGLsxG https://t.co/2lLIQ12qBR",2019-03-27 22:00:00
1111021331548504064,"After trolling Apple and Samsung on their smartphone launches on social media, Chinese smartphone brand Xiaomi rece… https://t.co/FNBbAUNjXm",2019-03-27 21:45:01
1111021325265633282,"""My family followed Nehru, Patel"": Urmila Matondkar joins Congress https://t.co/5hCY3jc0dA https://t.co/wYGIFHeGac",2019-03-27 21:45:00
1111017551474102278,"9 of 11 working CETPs not meeting standards: Report

https://t.co/2N2aazLLFO

(@joydeepthakur reports) https://t.co/7gkg87iB0Y",2019-03-27 21:30:00
1111017550547222530,"""Great achievement. will act as deterrence"": DRDO chief on #MissionShakti https://t.co/D31CCj4XK5 https://t.co/EUAaryJwPj",2019-03-27 21:30:00
1111013774993973248,DNA test solves a 1973 double homicide. But the killer is already dead https://t.co/E50plRf7RF https://t.co/qOMdQkeFrB,2019-03-27 21:15:00
1111010005229228033,"Cafe culture attracting youths in Kashmir towns

https://t.co/kgkKhklUNe

(report by @mirehsankhaliq and… https://t.co/phlISBpGDs",2019-03-27 21:00:01
1111010004960768002,US teens ranked female classmates based on looks. The girls fought back https://t.co/5jDeUcvMkp https://t.co/5wcuwYZKrQ,2019-03-27 21:00:01
1111010004104929280,"#LokSabhaElections2019 | 400 nominations for 17 Maharashtra seats

Read: https://t.co/JFKufKf10U

#ElectionsWithHT https://t.co/OahHPoK4v1",2019-03-27 21:00:01
1111006225523765248,Yale University expels student implicated in admissions scam https://t.co/4VuIMq2GxY https://t.co/B342uLfd5Z,2019-03-27 20:45:00
1111006225464872961,"In a bid to fight fake news, the government has reportedly asked WhatsApp to give it access to user chats - a move… https://t.co/DUFapGzVZo",2019-03-27 20:45:00
