id,tweet,datetime
1110958157210116097,"#KXIP - 124/3, 14 Overs

KXIP need 95 runs to win from 36 balls!

#KKRvKXIP #VIVOIPL #KKRHaiTaiyaar",2019-03-27 17:33:59
1110958100226297858,"Our #DC boys had a fun day out meeting the Olympic legend @MichaelPhelps today 😍

@UnderArmour_ind
#ThisIsNewDelhi… https://t.co/NwtC35Ucg8",2019-03-27 17:33:46
1110958100096274432,Garibi Hatao redux: Has Rahul Gandhi found the perfect poll pitch for the Congress?  | #May23WithTimesNow | Click h… https://t.co/1SzGufqYtq,2019-03-27 17:33:46
1110957991551889408,"PANJA RUNS POORE! 👏

Mayank came out with intent and has played superbly so far to bring up his first fifty after 2… https://t.co/E5hfLUNIdK",2019-03-27 17:33:20
1110957936669609985,"#TerroristanExposed
India Today's Open-Source Intelligence team nails Pak's F-16 lies. Watch panelists discuss the… https://t.co/NyVC08jps2",2019-03-27 17:33:07
1110957843665043456,".@mayankcricket completes a special milestone with a maximum! 

#SaddaPunjab #KXIP #KKRvKXIP #VIVOIPL https://t.co/xr0ln1TGqu",2019-03-27 17:32:45
1110957834596839424,"A quick fire half-century from @mayankcricket. It comes off 28 deliveries.

#VIVOIPL https://t.co/oL4yXWwefQ",2019-03-27 17:32:43
1110957784298774529,"50 for Mayank Agarwal! He has batted brilliantly, needs to carry on for KXIP

KXIP: 121/3

#KKRvKXIP 

Live:… https://t.co/31ZOmeKzig",2019-03-27 17:32:31
1110957631450083328,"ASAT launch: India preparing for imaginary enemy, claims Imran Khan; says Pak against militarisation of space | Cli… https://t.co/IcIu4MMh8s",2019-03-27 17:31:54
1110957622901923840,"Top stories now on https://t.co/Fbzw6mR9Q5 

#NDTVTopStories https://t.co/BYH1Nh9sYW",2019-03-27 17:31:52
1110957610117652481,"50 up for Mayank Agarwal! 👏

#KKRvKXIP #VIVOIPL #KKRHaiTaiyaar",2019-03-27 17:31:49
1110957477292437504,Sources. Actor Vivek Oberoi and Producer Sandeep Singh likely to go to Election Commission tomorrow to meet EC offi… https://t.co/X1m7opotyz,2019-03-27 17:31:17
1110957300036980736,"English cricketing legend David Gower with The Bossman @iamsrk at Eden Gardens! 😁

#KKRvKXIP #VIVOIPL #KKRHaiTaiyaar https://t.co/pYGHc0b8d5",2019-03-27 17:30:35
1110957251227992065,"According to EC, nearly 1.5 crore first-time voters will exercise their franchise in the 7-phase election starting… https://t.co/I1bk3sWHpA",2019-03-27 17:30:23
1110957174048456704,ASAT test: EC appoints panel to examine PM Narendra Modi's address to nation before Lok Sabha elections  |… https://t.co/55x0MQkgxX,2019-03-27 17:30:05
1110957168482631680,"MILESTONE FOR MAYANK! 

He completes 1⃣0⃣0⃣0⃣ runs in #VIVOIPL. 🙌

Let's hope he keeps going. 

#SaddaPunjab #KXIP #KKRvKXIP #VIVOIPL",2019-03-27 17:30:04
1110957154926764032,"'He is just a kid': Mamata scoffs at Rahul Gandhi's allegations https://t.co/Vb69rrtRcF

#ElectionsWithTimes  #LokSabhaElections2019",2019-03-27 17:30:00
1110957137122025474,"#BREAKING | @facebook bans praise of white nationalism, reports AFP",2019-03-27 17:29:56
1110956964350066688,"#NewsAlert | Facebook bans praise of white nationalism

(News agency AFP)",2019-03-27 17:29:15
1110956862982127616,"#KXIP - 116/3, 13 Overs

GREAT OVER FROM PC! Spun a 🕸️!

#KKRvKXIP #VIVOIPL #KKRHaiTaiyaar",2019-03-27 17:28:51
