id,tweet,datetime
1110689136095232000,Russian man tries to board plane naked. Bet you can't guess his reason https://t.co/7QBKi8gVzl https://t.co/KcxdCdtTlK,2019-03-26 23:45:00
1110689136095186944,"New island rules make green activists worried https://t.co/xPsXnMg2hh

reports @jayashreenandi https://t.co/6f0pmh1ZpE",2019-03-26 23:45:00
1110688363634413568,"Share list of tainted officers since 2010, CIC tells govt https://t.co/VioPpS0bik https://t.co/IufUlxrzti",2019-03-26 23:41:56
1110685361959849984,The service will bring with it over 100 new original games and also focuses heavily on user privacy as it Apple cla… https://t.co/OAxDHETW47,2019-03-26 23:30:00
1110685361246601216,"After 2018 floods, Kerala residents want climate change to drive poll narrative https://t.co/wRv8WIgG3W https://t.co/xsHIcy34rU",2019-03-26 23:30:00
1110685360785223681,"Congress, govt in fresh slugfest over demonetisation https://t.co/8Haujw3b55 https://t.co/ApItaGNt49",2019-03-26 23:30:00
1110681585890689024,"CRPF to get mine protected vehicles, smaller buses to boost security https://t.co/JQstNUhE5M https://t.co/m4zGhNIXgC",2019-03-26 23:15:00
1110678315130675200,"Caught taking bribe, Telangana law officer flushes money down toilet
https://t.co/K01mXVLhJk https://t.co/SgX286DKuw",2019-03-26 23:02:00
1110677814477500421,"Earlier on February 4, the tribunal had said that until further orders of the NCLAT or the Supreme Court, no one ca… https://t.co/caa5ZOBtwF",2019-03-26 23:00:01
1110677812292268033,Microsoft boss urges more action by tech firms to check spread of terror https://t.co/3q5tuPifpx https://t.co/LG9YOkGG3L,2019-03-26 23:00:00
1110674036965679104,Canada grants asylum to woman who sheltered Edward Snowden in Hong Kong https://t.co/CEf3PAtTbm https://t.co/Bt6NXK4JaX,2019-03-26 22:45:00
1110670262477959168,"With over 250 rallies in day, BJP targets Oppn https://t.co/AfwOgkYN58 

#ElectionsWithHT #LokSabhaElections2019 https://t.co/sxk2CqfMVf",2019-03-26 22:30:00
1110670261777506304,"Donald Trump-branded the mainstream media the ""enemy"" and the ""opposition party"" on Tuesday after the Mueller repor… https://t.co/s0vDO3QfYb",2019-03-26 22:30:00
1110670261349539840,South Korea professor forced students to write daughter's thesis: Report https://t.co/pLoA1gWvhB https://t.co/GfeNzwIEcd,2019-03-26 22:30:00
1110667496523104257,"EC transfers Andhra intelligence chief, two other cops over phone tapping https://t.co/I1rAGIP0Za 

reports… https://t.co/PGxRVOmp1H",2019-03-26 22:19:01
1110666486618611713,"Russia, China sent home over half of North Korean workers in 2018: Report https://t.co/xgXYEthIYn https://t.co/wjco9I1Ieg",2019-03-26 22:15:00
1110663001152110596,"How did the cricketing journey of the legendary @BrianLara begin?

Here's the story of how he got his first bat! 🏏🌴 https://t.co/KTTeFNR4X0",2019-03-26 22:01:09
1110662712860639232,"Coal plants emitted more than ever in 2018, Asia led the way https://t.co/RrmPXfuHDK https://t.co/m11X4aNH4k",2019-03-26 22:00:00
1110662712231493632,Report: Prime Minister Benjamin Netanyahu was due back in Israel on Tuesday after cutting short a Washington trip a… https://t.co/nC86KAEyNv,2019-03-26 22:00:00
1110658936980410369,Vijaywada railway station gets 'gold rating' for green measures https://t.co/YmMmgIB6Td https://t.co/2tmAAmGAQM,2019-03-26 21:45:00
